rank,rating_rank,num_rating_rank,author,title,pub_year,orig_lang,gr_avg_rating,gr_num_ratings,gr_num_reviews,oclc_marc_url,wiki_url,gr_url,pg_eng_url,pg_orig_url
403,396,465,Robert Louis Stevenson,The Black Arrow: A Tale of the Two Roses,1888,English,3.8,"18,676",831,https://www.worldcat.org/oclc/15548671,https://en.wikipedia.org/wiki/The_Black_Arrow:_A_Tale_of_the_Two_Roses,https://www.goodreads.com/book/show/57932829-the-black-arrow?ref=nav_sb_ss_2_40,https://www.gutenberg.org/cache/epub/32954/pg32954.txt,NA
404,495,494,William Dea Howells,The Rise of Silas Lapham,1885,English,3.42,"4,090",281,https://www.worldcat.org/oclc/6142648,https://en.wikipedia.org/wiki/The_Rise_of_Silas_Lapham,https://www.goodreads.com/book/show/381362.The_Rise_of_Silas_Lapham?ref=nav_sb_ss_1_24,https://www.gutenberg.org/cache/epub/154/pg154.txt,NA
405,221,252,Nicholas Sparks,The Choice,2007,English,4.01,"183,247","8,745",https://www.worldcat.org/oclc/154698685,https://en.wikipedia.org/wiki/The_Choice_(novel),https://www.goodreads.com/book/show/25402194-the-choice?ref=nav_sb_ss_2_10,NA_not-pub-domain,NA
406,317,488,Owen Wister,The Virginian: A Horseman of the Plains,1902,English,3.91,"9,116","1,037",https://www.worldcat.org/oclc/16983465,https://en.wikipedia.org/wiki/The_Virginian_(novel),https://www.goodreads.com/book/show/23502804-the-virginian?ref=nav_sb_ss_1_39,https://www.gutenberg.org/cache/epub/1298/pg1298.txt,NA
407,75,100,Nicholas Sparks,A Walk to Remember,1999,English,4.2,"802,633","16,573",https://www.worldcat.org/oclc/40632254,https://en.wikipedia.org/wiki/A_Walk_to_Remember_(novel),https://www.goodreads.com/book/show/35545737-a-walk-to-remember?ref=nav_sb_ss_1_18,NA_not-pub-domain,NA
408,185,58,James Dashner,The Maze Runner,2009,English,4.05,"1,517,070","65,020",https://www.worldcat.org/oclc/299381315,https://en.wikipedia.org/wiki/The_Maze_Runner,https://www.goodreads.com/book/show/6186357-the-maze-runner?ref=nav_sb_ss_1_15,NA_not-pub-domain,NA
409,232,233,Ellen Raskin,The Westing Game,1978,English,4,"211,873","14,250",https://www.worldcat.org/oclc/3543398,https://en.wikipedia.org/wiki/The_Westing_Game,https://www.goodreads.com/book/show/902.The_Westing_Game?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
410,168,399,Marguerite Henry,Misty of Chincoteague,1947,English,4.07,"45,434","1,464",https://www.worldcat.org/oclc/176811,https://en.wikipedia.org/wiki/Misty_of_Chincoteague_(novel),https://www.goodreads.com/book/show/17461.Misty_of_Chincoteague?ref=nav_sb_ss_1_21,NA_not-pub-domain,NA
411,106,269,Jeff Kinney,Diary of a Wimpy Kid: The Last Straw,2009,English,4.15,"156,501","5,976",https://www.worldcat.org/oclc/227919110,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Last_Straw,https://www.goodreads.com/book/show/3293821-the-last-straw?ref=nav_sb_ss_2_36,NA_not-pub-domain,NA
412,405,393,H. Rider Haggard,King Solomon's Mines,1885,English,3.79,"49,460","2,608",https://www.worldcat.org/oclc/19512778,https://en.wikipedia.org/wiki/King_Solomon%27s_Mines,https://www.goodreads.com/book/show/23814.King_Solomon_s_Mines?ref=nav_sb_ss_1_20,https://www.gutenberg.org/cache/epub/2166/pg2166.txt,NA
413,496,469,Madame de (Marie-Madeleine Pioche de La Vergne) La Fayett,The Princess of Cleves,1678,French,3.35,"16,080",932,https://www.worldcat.org/oclc/337226,https://en.wikipedia.org/wiki/La_Princesse_de_Cl%C3%A8ves,https://www.goodreads.com/book/show/1048601.The_Princess_of_Cleves?ref=nav_sb_ss_1_22,https://www.gutenberg.org/cache/epub/467/pg467.txt,https://www.gutenberg.org/cache/epub/18797/pg18797.txt
414,451,428,Katherine Paterson,Jacob Have I Loved,1980,English,3.69,"34,192","2,339",https://www.worldcat.org/oclc/6581114,https://en.wikipedia.org/wiki/Jacob_Have_I_Loved,https://www.goodreads.com/book/show/337058.Jacob_Have_I_Loved?ref=nav_sb_ss_1_18,NA_not-pub-domain,NA
415,95,257,Robert C. O'Brien,Mrs. Frisby and the Rats of NIMH,1971,English,4.16,"178,156","4,635",https://www.worldcat.org/oclc/144493,https://en.wikipedia.org/wiki/Mrs._Frisby_and_the_Rats_of_NIMH,https://www.goodreads.com/book/show/9822.Mrs_Frisby_and_the_Rats_of_NIMH?ref=nav_sb_ss_1_32,NA_not-pub-domain,NA
416,66,116,Stephen King,Misery,1987,English,4.21,"692,704","25,834",https://www.worldcat.org/oclc/14819562,https://en.wikipedia.org/wiki/Misery_(novel),https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,NA_not-pub-domain,NA
417,96,250,John Irving,The Cider House Rules,1985,English,4.16,"184,556","5,073",https://www.worldcat.org/oclc/11533062,https://en.wikipedia.org/wiki/The_Cider_House_Rules,https://www.goodreads.com/book/show/4687.The_Cider_House_Rules?ref=nav_sb_ss_1_21,NA_not-pub-domain,NA
418,67,446,Marguerite Henry,King of the Wind,1948,English,4.21,"26,436",920,https://www.worldcat.org/oclc/176813,https://en.wikipedia.org/wiki/King_of_the_Wind,https://www.goodreads.com/book/show/423156.King_of_the_Wind?ref=nav_sb_ss_2_16,NA_not-pub-domain,NA
419,169,310,T. H. White,The Once and Future King,1958,English,4.07,"107,858","4,844",https://www.worldcat.org/oclc/276397,https://en.wikipedia.org/wiki/The_Once_and_Future_King,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King?ref=nav_sb_ss_1_24,NA_not-pub-domain,NA
420,84,166,Roald Dahl,The Witches,1983,English,4.18,"394,173","10,341",https://www.worldcat.org/oclc/9784603,https://en.wikipedia.org/wiki/The_Witches_(novel),https://www.goodreads.com/book/show/6327.The_Witches?ref=nav_sb_ss_3_11,NA_not-pub-domain,NA
421,107,157,Philip Pullman,The Subtle Knife,1997,English,4.15,"433,615","12,772",https://www.worldcat.org/oclc/36301328,https://en.wikipedia.org/wiki/The_Subtle_Knife,https://www.goodreads.com/book/show/41637836-the-subtle-knife?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
422,161,304,Rebecca Stead,When You Reach Me,2009,English,4.08,"110,019","13,506",https://www.worldcat.org/oclc/236163599,https://en.wikipedia.org/wiki/When_You_Reach_Me,https://www.goodreads.com/book/show/5310515-when-you-reach-me?ref=nav_sb_ss_1_17,NA_not-pub-domain,NA
423,253,113,Stephen King,Carrie,1974,English,3.98,"716,051","24,629",https://www.worldcat.org/oclc/834822,https://en.wikipedia.org/wiki/Carrie_(novel),https://www.goodreads.com/book/show/10592.Carrie?ref=nav_sb_ss_2_6,NA_not-pub-domain,NA
424,121,454,W. Somerset Maugham,The Moon and Sixpence,1919,English,4.13,"24,133","1,746",https://www.worldcat.org/title/moon-and-sixpence/oclc/1037049500?referer=di&ht=edition,https://en.wikipedia.org/wiki/The_Moon_and_Sixpence,https://www.goodreads.com/book/show/44796.The_Moon_and_Sixpence?ref=nav_sb_ss_1_21,https://www.gutenberg.org/cache/epub/222/pg222.txt,NA
