ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,TentCampers,RVCampers,Backcountry
Pinnacles NP,PINN,National Park,Pacific West ,CA,1991,11,13992,0,639,61,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1991,12,9296,0,148,24,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,1,12669,0,266,26,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,2,12508,0,165,6,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,3,18743,0,78,21,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,4,29462,0,453,46,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,5,22828,0,236,32,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,6,16115,0,401,38,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,7,17518,0,378,39,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,8,15637,0,363,52,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,9,11151,0,344,26,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,10,12859,0,501,91,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,11,13108,0,397,44,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1992,12,9085,0,68,10,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,1,9712,0,116,34,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,2,12630,0,75,23,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,3,19762,0,132,48,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,4,30508,0,469,52,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,5,27184,0,153,41,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,6,15993,0,467,48,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,7,17815,0,524,36,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,8,16081,0,389,62,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,9,12869,0,338,73,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,10,12297,0,583,45,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,11,10537,0,473,35,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1993,12,9369,0,237,18,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,1,12223,0,77,17,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,2,9597,0,56,9,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,3,20332,0,200,81,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,4,25279,0,108,21,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,5,20456,0,69,6,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,6,15227,0,126,10,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,7,16579,0,105,16,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,8,12287,0,83,11,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,9,11364,0,196,43,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,10,11631,0,564,81,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,11,8705,0,294,63,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1994,12,8962,0,127,52,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,1,12967,0,79,2,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,2,14821,0,104,15,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,3,11939,0,43,9,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,4,27067,0,254,52,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,5,25110,0,108,30,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,6,19000,0,795,53,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,7,14511,0,615,93,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,8,13838,0,295,50,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,9,11819,0,398,97,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,10,12731,0,699,87,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,11,9083,0,396,54,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1995,12,4641,0,179,8,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,1,9717,0,242,96,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,2,11032,0,145,38,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,3,22615,0,199,28,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,4,25650,0,603,67,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,5,20378,0,69,18,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,6,16426,0,537,86,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,7,11601,0,235,55,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,8,11420,0,308,88,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,9,9256,0,418,60,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,10,9428,0,576,89,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,11,10163,0,622,60,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1996,12,6779,0,131,41,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,1,8811,0,191,49,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,2,14761,0,93,16,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,3,23466,0,314,27,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,4,31959,0,397,72,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,5,22640,0,147,36,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,6,17467,0,332,41,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,7,9309,0,265,23,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,8,12607,0,319,61,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,9,7165,0,211,47,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,10,9127,0,343,77,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,11,7789,0,276,47,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1997,12,6870,0,143,33,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,1,5421,0,102,23,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,2,1321,0,0,1,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,3,0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,4,13804,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,5,9952,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,6,10784,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,7,8580,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,8,9657,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,9,9232,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,10,8919,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,11,8564,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1998,12,8405,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,1,10117,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,2,9200,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,3,15524,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,4,18961,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,5,23587,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,6,16894,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,7,14693,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,8,15025,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,9,9201,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,10,10825,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,11,10632,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,1999,12,10195,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,1,10667,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,2,8961,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,3,16152,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,4,24995,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,5,16955,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,6,13136,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,7,16089,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,8,12379,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,9,11276,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,10,10909,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,11,10109,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2000,12,10482,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,1,9069,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,2,7374,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,3,34184,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,4,24291,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,5,20065,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,6,14268,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,7,13289,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,8,16880,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,9,12903,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,10,9335,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,11,9649,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2001,12,6936,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,1,10126,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,2,12676,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,3,17606,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,4,25193,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,5,19676,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,6,15570,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,7,9980,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,8,16742,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,9,11527,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,10,4869,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,11,11360,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2002,12,6941,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,1,7267,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,2,10790,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,3,20018,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,4,21773,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,5,23291,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,6,11470,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,7,14251,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,8,15107,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,9,12213,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,10,8310,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,11,10193,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2003,12,8108,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,1,10153,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,2,10945,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,3,19529,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,4,21778,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,5,19483,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,6,13243,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,7,12731,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,8,12643,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,9,9273,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,10,10071,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,11,9923,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2004,12,7625,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,1,11393,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,2,10988,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,3,25265,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,4,25219,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,5,19579,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,6,13161,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,7,12179,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,8,13977,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,9,10772,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,10,11602,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,11,10031,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2005,12,6828,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,1,8008,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,2,14584,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,3,11086,0,103,19,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,4,31258,0,2305,487,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,5,17503,0,2786,591,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,6,13147,0,1068,406,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,7,12172,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,8,12845,0,592,171,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,9,9259,0,1517,367,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,10,12188,0,1140,579,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,11,10016,0,803,356,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2006,12,6758,0,145,198,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,1,10006,0,304,142,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,2,11119,0,507,251,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,3,17662,0,1406,388,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,4,30226,0,3582,642,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,5,15504,0,2850,538,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,6,11041,0,1390,236,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,7,12406,0,828,255,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,8,13598,0,935,331,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,9,8144,0,1166,118,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,10,13373,0,1138,212,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,11,10652,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2007,12,7288,0,150,201,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,1,9246,0,2750,130,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,2,10297,0,490,260,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,3,17836,0,1402,392,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,4,30528,0,3621,645,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,5,15061,0,2903,542,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,6,11163,0,1425,245,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,7,12077,0,830,246,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,8,14877,0,996,174,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,9,15065,0,1465,126,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,10,11681,0,1106,131,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,11,9846,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2008,12,9311,0,127,203,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,1,10531,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,2,9937,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,3,22877,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,4,24219,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,5,15938,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,6,11841,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,7,13668,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,8,13936,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,9,12659,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,10,10189,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,11,12954,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2009,12,12363,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,1,8594,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,2,11949,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,3,31234,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,4,46729,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,5,36225,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,6,12191,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,7,18589,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,8,27740,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,9,22176,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,10,11186,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,11,10486,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2010,12,9476,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,1,9596,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,2,28625,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,3,22316,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,4,28524,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,5,59878,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,6,33691,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,7,43868,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,8,52993,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,9,38294,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,10,25698,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,11,22984,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2011,12,26752,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,1,13206,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,2,13617,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,3,18340,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,4,25586,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,5,19532,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,6,16685,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,7,17682,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,8,15912,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,9,8294,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,10,25848,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,11,23022,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2012,12,26752,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,1,17476,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,2,17962,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,3,24165,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,4,33487,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,5,25714,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,6,22021,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,7,23316,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,8,21017,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,9,11120,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,10,14804,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,11,13969,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2013,12,12626,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,1,15750,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,2,15335,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,3,20755,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,4,26227,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,5,21392,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,6,16838,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,7,15620,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,8,15317,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,9,13058,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,10,11070,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,11,12165,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2014,12,13108,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,1,18108,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,2,17557,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,3,24192,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,4,26243,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,5,22618,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,6,16380,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,7,18472,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,8,13230,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,9,10757,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,10,12442,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,11,12918,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2015,12,13616,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,1,13054,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,2,20009,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,3,24605,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,4,27035,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,5,23360,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,6,17569,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,7,18818,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,8,16784,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,9,13419,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,10,10663,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,11,13980,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2016,12,16259,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,1,12696,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,2,13476,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,3,28618,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,4,34773,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,5,24776,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,6,20556,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,7,20705,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,8,15826,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,9,12781,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,10,15829,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,11,15473,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2017,12,17825,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2018,1,15909,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2018,2,18793,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2018,3,22351,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2018,4,25902,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2018,5,24843,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2018,6,27164,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2018,7,12797,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2018,8,15122,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2018,9,13192,0,0,0,0
